repository,file_path,line_number,target_name,cache_type,is_specified_cache_keyword,cache_options,enclosing_class,enclosing_function,file_url,code_snippet
dask/dask,dask/bag/avro.py,256,open_files,NOT_EXPLICIT,False,None,None,to_avro,https://github.com/dask/dask/blob/main/dask/bag/avro.py#L256,"    files = open_files(         filename,         ""wb"",         name_function=name_function,         num=b.npartitions,         **storage_options,     )"
dask/dask,dask/bag/core.py,259,open_files,NOT_EXPLICIT,False,None,None,to_textfiles,https://github.com/dask/dask/blob/main/dask/bag/core.py#L259,"    files = open_files(         path,         compression=compression,         mode=mode,         encoding=encoding,         name_function=name_function,         num=b.npartitions,         **(storage_options or {}),     )"
dask/dask,dask/bag/text.py,100,open_files,NOT_EXPLICIT,False,None,None,read_text,https://github.com/dask/dask/blob/main/dask/bag/text.py#L100,"        files = open_files(             urlpath,             mode=""rt"",             encoding=encoding,             errors=errors,             compression=compression,             newline=newline,             **(storage_options or {}),         )"
dask/dask,dask/bytes/core.py,83,get_fs_token_paths,NOT_EXPLICIT,False,None,None,read_bytes,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L83,"    fs, fs_token, paths = get_fs_token_paths(urlpath, mode=""rb"", storage_options=kwargs)"
dask/dask,dask/bytes/core.py,103,infer_compression,NOT_EXPLICIT,False,None,None,read_bytes,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L103,                comp = infer_compression(path)
dask/dask,dask/bytes/core.py,111,fs.info,NOT_EXPLICIT,False,None,None,read_bytes,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L111,"            size = fs.info(path)[""size""]"
dask/dask,dask/bytes/core.py,149,fs.ukey,NOT_EXPLICIT,False,None,None,read_bytes,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L149,"        token = tokenize(fs_token, delimiter, path, fs.ukey(path), compression, offset)"
dask/dask,dask/bytes/core.py,153,OpenFile,NOT_EXPLICIT,False,None,None,read_bytes,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L153,"                OpenFile(fs, path, compression=compression),"
dask/dask,dask/bytes/core.py,168,OpenFile,NOT_EXPLICIT,False,None,None,read_bytes,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L168,"        with OpenFile(fs, paths[0], compression=compression) as f:"
dask/dask,dask/bytes/core.py,194,read_block,NOT_EXPLICIT,False,None,None,read_block_from_file,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L194,"        return read_block(f, off, bs, delimiter)"
dask/dask,dask/config.py,179,open,NOT_EXPLICIT,False,None,None,_load_config_file,https://github.com/dask/dask/blob/main/dask/config.py#L179,        with open(path) as f:
dask/dask,dask/config.py,352,open,NOT_EXPLICIT,False,None,None,ensure_file,https://github.com/dask/dask/blob/main/dask/config.py#L352,            with open(source) as f:
dask/dask,dask/config.py,361,open,NOT_EXPLICIT,False,None,None,ensure_file,https://github.com/dask/dask/blob/main/dask/config.py#L361,"            with open(tmp, ""w"") as f:"
dask/dask,dask/config.py,888,open,NOT_EXPLICIT,False,None,None,_initialize,https://github.com/dask/dask/blob/main/dask/config.py#L888,    with open(fn) as f:
dask/dask,dask/dataframe/dask_expr/_collection.py,5359,stringify_path,NOT_EXPLICIT,False,None,None,read_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/_collection.py#L5359,        path = stringify_path(path)
dask/dask,dask/dataframe/dask_expr/io/parquet.py,489,stringify_path,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L489,        path = stringify_path(path)
dask/dask,dask/dataframe/dask_expr/io/parquet.py,505,fs.exists,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L505,        if fs.exists(path) and fs.isdir(path):
dask/dask,dask/dataframe/dask_expr/io/parquet.py,505,fs.isdir,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L505,        if fs.exists(path) and fs.isdir(path):
dask/dask,dask/dataframe/dask_expr/io/parquet.py,520,fs.expand_path,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L520,"                working_dir = fs.expand_path(""."")[0]"
dask/dask,dask/dataframe/dask_expr/io/parquet.py,527,fs.rm,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L527,"            fs.rm(path, recursive=True)"
dask/dask,dask/dataframe/dask_expr/io/parquet.py,1394,fs.checksum,NOT_EXPLICIT,False,None,ReadParquetFSSpec,_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L1394,            checksum.append(fs.checksum(file))
dask/dask,dask/dataframe/dask_expr/io/parquet.py,1781,fs.open,NOT_EXPLICIT,False,None,None,_read_partition_stats,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L1781,"            with fs.open(path, default_cache=""none"") as f:"
dask/dask,dask/dataframe/io/csv.py,488,get_fs_token_paths,NOT_EXPLICIT,False,None,None,read_pandas,https://github.com/dask/dask/blob/main/dask/dataframe/io/csv.py#L488,"        paths = get_fs_token_paths(urlpath, mode=""rb"", storage_options=storage_options)["
dask/dask,dask/dataframe/io/csv.py,497,infer_compression,NOT_EXPLICIT,False,None,None,read_pandas,https://github.com/dask/dask/blob/main/dask/dataframe/io/csv.py#L497,        compression = infer_compression(paths[0])
dask/dask,dask/dataframe/io/csv.py,911,open_file,NOT_EXPLICIT,False,None,None,to_csv,https://github.com/dask/dask/blob/main/dask/dataframe/io/csv.py#L911,"        first_file = open_file(filename, mode=mode, **file_options)"
dask/dask,dask/dataframe/io/csv.py,915,open_file,NOT_EXPLICIT,False,None,None,to_csv,https://github.com/dask/dask/blob/main/dask/dataframe/io/csv.py#L915,"        append_file = open_file(filename, mode=append_mode, **file_options)"
dask/dask,dask/dataframe/io/csv.py,922,open_files,NOT_EXPLICIT,False,None,None,to_csv,https://github.com/dask/dask/blob/main/dask/dataframe/io/csv.py#L922,"        files = open_files(             filename,             mode=mode,             name_function=name_function,             num=df.npartitions,             **file_options,         )"
dask/dask,dask/dataframe/io/hdf.py,147,stringify_path,NOT_EXPLICIT,False,None,None,to_hdf,https://github.com/dask/dask/blob/main/dask/dataframe/io/hdf.py#L147,    path = stringify_path(path)
dask/dask,dask/dataframe/io/hdf.py,176,build_name_function,NOT_EXPLICIT,False,None,None,to_hdf,https://github.com/dask/dask/blob/main/dask/dataframe/io/hdf.py#L176,        name_function = build_name_function(df.npartitions - 1)
dask/dask,dask/dataframe/io/hdf.py,381,stringify_path,NOT_EXPLICIT,False,None,None,read_hdf,https://github.com/dask/dask/blob/main/dask/dataframe/io/hdf.py#L381,    pattern = stringify_path(pattern)
dask/dask,dask/dataframe/io/json.py,78,open_files,NOT_EXPLICIT,False,None,None,to_json,https://github.com/dask/dask/blob/main/dask/dataframe/io/json.py#L78,"    outfiles = open_files(         url_path,         ""wt"",         encoding=encoding,         errors=errors,         name_function=name_function,         num=df.npartitions,         compression=compression,         **(storage_options or {}),     )"
dask/dask,dask/dataframe/io/json.py,268,open_files,NOT_EXPLICIT,False,None,None,read_json,https://github.com/dask/dask/blob/main/dask/dataframe/io/json.py#L268,"        files = open_files(             url_path,             ""rt"",             encoding=encoding,             errors=errors,             compression=compression,             **storage_options,         )"
dask/dask,dask/dataframe/io/orc/arrow.py,23,fs.isfile,NOT_EXPLICIT,False,None,ArrowORCEngine,read_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L23,        if len(paths) == 1 and not fs.isfile(paths[0]):
dask/dask,dask/dataframe/io/orc/arrow.py,24,fs.find,NOT_EXPLICIT,False,None,ArrowORCEngine,read_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L24,            paths = fs.find(paths[0])
dask/dask,dask/dataframe/io/orc/arrow.py,39,fs.open,NOT_EXPLICIT,False,None,ArrowORCEngine,read_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L39,"                with fs.open(path, ""rb"") as f:"
dask/dask,dask/dataframe/io/orc/arrow.py,60,fs.open,NOT_EXPLICIT,False,None,ArrowORCEngine,read_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L60,"                    with fs.open(paths[0], ""rb"") as f:"
dask/dask,dask/dataframe/io/orc/arrow.py,111,fs.open,NOT_EXPLICIT,False,None,ArrowORCEngine,write_partition,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L111,"        with fs.open(fs.sep.join([path, filename]), ""wb"") as f:"
dask/dask,dask/dataframe/io/orc/arrow.py,111,fs.sep.join,NOT_EXPLICIT,False,None,ArrowORCEngine,write_partition,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L111,"        with fs.open(fs.sep.join([path, filename]), ""wb"") as f:"
dask/dask,dask/dataframe/io/orc/arrow.py,122,fs.open,NOT_EXPLICIT,False,None,None,_read_orc_stripes,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L122,"    with fs.open(path, ""rb"") as f:"
dask/dask,dask/dataframe/io/orc/core.py,81,get_fs_token_paths,NOT_EXPLICIT,False,None,None,read_orc,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/core.py#L81,"    fs, fs_token, paths = get_fs_token_paths(         path, mode=""rb"", storage_options=storage_options     )"
dask/dask,dask/dataframe/io/orc/core.py,174,stringify_path,NOT_EXPLICIT,False,None,None,to_orc,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/core.py#L174,        path = stringify_path(path)
dask/dask,dask/dataframe/io/orc/core.py,175,get_fs_token_paths,NOT_EXPLICIT,False,None,None,to_orc,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/core.py#L175,"    fs, _, _ = get_fs_token_paths(path, mode=""wb"", storage_options=storage_options)"
dask/dask,dask/dataframe/io/parquet/arrow.py,141,fs.sep.join,NOT_EXPLICIT,False,None,None,_write_partitioned,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L141,"        subdir = fs.sep.join(             [_hive_dirname(name, val) for name, val in zip(partition_cols, keys)]         )"
dask/dask,dask/dataframe/io/parquet/arrow.py,147,fs.sep.join,NOT_EXPLICIT,False,None,None,_write_partitioned,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L147,"        prefix = fs.sep.join([root_path, subdir])"
dask/dask,dask/dataframe/io/parquet/arrow.py,149,fs.sep.join,NOT_EXPLICIT,False,None,None,_write_partitioned,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L149,"        full_path = fs.sep.join([prefix, filename])"
dask/dask,dask/dataframe/io/parquet/arrow.py,150,fs.open,NOT_EXPLICIT,False,None,None,_write_partitioned,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L150,"        with fs.open(full_path, ""wb"") as f:"
dask/dask,dask/dataframe/io/parquet/arrow.py,158,fs.sep.join,NOT_EXPLICIT,False,None,None,_write_partitioned,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L158,"            md_list[-1].set_file_path(fs.sep.join([subdir, filename]))"
dask/dask,dask/dataframe/io/parquet/arrow.py,470,stringify_path,NOT_EXPLICIT,False,None,ArrowDatasetEngine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L470,                urlpath = [stringify_path(u) for u in urlpath]
dask/dask,dask/dataframe/io/parquet/arrow.py,472,stringify_path,NOT_EXPLICIT,False,None,ArrowDatasetEngine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L472,                urlpath = [stringify_path(urlpath)]
dask/dask,dask/dataframe/io/parquet/arrow.py,483,ArrowFSWrapper,NOT_EXPLICIT,False,None,ArrowDatasetEngine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L483,            fsspec_fs = ArrowFSWrapper(fs)
dask/dask,dask/dataframe/io/parquet/arrow.py,489,LocalFileSystem,NOT_EXPLICIT,False,None,ArrowDatasetEngine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L489,                fs_strip = LocalFileSystem()
dask/dask,dask/dataframe/io/parquet/arrow.py,492,expand_paths_if_needed,NOT_EXPLICIT,False,None,ArrowDatasetEngine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L492,"            paths = expand_paths_if_needed(urlpath, ""rb"", 1, fsspec_fs, None)"
dask/dask,dask/dataframe/io/parquet/arrow.py,684,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,initialize_write,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L684,"                    with fs.open(fs.sep.join([path, ""_metadata""]), mode=""rb"") as fil:"
dask/dask,dask/dataframe/io/parquet/arrow.py,684,fs.sep.join,NOT_EXPLICIT,False,None,ArrowDatasetEngine,initialize_write,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L684,"                    with fs.open(fs.sep.join([path, ""_metadata""]), mode=""rb"") as fil:"
dask/dask,dask/dataframe/io/parquet/arrow.py,690,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,initialize_write,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L690,"                        with fs.open(                             sorted(ds.files, key=natural_sort_key)[-1], mode=""rb""                         ) as fil:"
dask/dask,dask/dataframe/io/parquet/arrow.py,851,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,write_partition,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L851,"            with fs.open(fs.sep.join([path, filename]), ""wb"") as fil:"
dask/dask,dask/dataframe/io/parquet/arrow.py,851,fs.sep.join,NOT_EXPLICIT,False,None,ArrowDatasetEngine,write_partition,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L851,"            with fs.open(fs.sep.join([path, filename]), ""wb"") as fil:"
dask/dask,dask/dataframe/io/parquet/arrow.py,879,fs.sep.join,NOT_EXPLICIT,False,None,ArrowDatasetEngine,write_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L879,"                common_metadata_path = fs.sep.join([path, ""_common_metadata""])"
dask/dask,dask/dataframe/io/parquet/arrow.py,882,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,write_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L882,"                with fs.open(common_metadata_path, ""wb"") as fil:"
dask/dask,dask/dataframe/io/parquet/arrow.py,886,fs.sep.join,NOT_EXPLICIT,False,None,ArrowDatasetEngine,write_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L886,"            metadata_path = fs.sep.join([path, ""_metadata""])"
dask/dask,dask/dataframe/io/parquet/arrow.py,895,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,write_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L895,"            with fs.open(metadata_path, ""wb"") as fil:"
dask/dask,dask/dataframe/io/parquet/arrow.py,940,fs.isdir,NOT_EXPLICIT,False,None,ArrowDatasetEngine,_collect_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L940,        if len(paths) == 1 and fs.isdir(paths[0]):
dask/dask,dask/dataframe/io/parquet/arrow.py,944,fs.sep.join,NOT_EXPLICIT,False,None,ArrowDatasetEngine,_collect_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L944,"            paths = fs.sep.join([base, fns[0]])"
dask/dask,dask/dataframe/io/parquet/arrow.py,946,fs.sep.join,NOT_EXPLICIT,False,None,ArrowDatasetEngine,_collect_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L946,"            meta_path = fs.sep.join([paths, ""_metadata""])"
dask/dask,dask/dataframe/io/parquet/arrow.py,947,fs.exists,NOT_EXPLICIT,False,None,ArrowDatasetEngine,_collect_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L947,            if not ignore_metadata_file and fs.exists(meta_path):
dask/dask,dask/dataframe/io/parquet/arrow.py,961,fs.find,NOT_EXPLICIT,False,None,ArrowDatasetEngine,_collect_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L961,                    for path in fs.find(paths)
dask/dask,dask/dataframe/io/parquet/arrow.py,972,fs.sep.join,NOT_EXPLICIT,False,None,ArrowDatasetEngine,_collect_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L972,"            meta_path = fs.sep.join([base, ""_metadata""])"
dask/dask,dask/dataframe/io/parquet/arrow.py,1618,fs.sep.join,NOT_EXPLICIT,False,None,ArrowDatasetEngine,_make_part,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L1618,"        full_path = fs.sep.join([p for p in [data_path, filename] if p != """"])"
dask/dask,dask/dataframe/io/parquet/arrow.py,1820,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,collect_file_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L1820,"        with fs.open(path, ""rb"") as f:"
dask/dask,dask/dataframe/io/parquet/arrow.py,1835,fs.sep.join,NOT_EXPLICIT,False,None,ArrowDatasetEngine,aggregate_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L1835,"            metadata_path = fs.sep.join([out_path, ""_metadata""])"
dask/dask,dask/dataframe/io/parquet/arrow.py,1836,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,aggregate_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L1836,"            with fs.open(metadata_path, ""wb"") as fil:"
dask/dask,dask/dataframe/io/parquet/core.py,289,get_fs_token_paths,NOT_EXPLICIT,False,None,None,create_metadata_file,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/core.py#L289,"        fs, _, paths = get_fs_token_paths(             paths, mode=""rb"", storage_options=storage_options         )"
dask/dask,dask/dataframe/io/parquet/utils.py,72,get_fs_token_paths,NOT_EXPLICIT,False,None,Engine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/utils.py#L72,"            fs, _, paths = get_fs_token_paths(                 urlpath, mode=""rb"", storage_options=storage_options             )"
dask/dask,dask/dataframe/io/parquet/utils.py,95,stringify_path,NOT_EXPLICIT,False,None,Engine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/utils.py#L95,                urlpath = [stringify_path(u) for u in urlpath]
dask/dask,dask/dataframe/io/parquet/utils.py,97,stringify_path,NOT_EXPLICIT,False,None,Engine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/utils.py#L97,                urlpath = [stringify_path(urlpath)]
dask/dask,dask/dataframe/io/parquet/utils.py,99,expand_paths_if_needed,NOT_EXPLICIT,False,None,Engine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/utils.py#L99,"            paths = expand_paths_if_needed(urlpath, ""rb"", 1, fs, None)"
dask/dask,dask/dataframe/io/utils.py,210,fsspec_parquet.open_parquet_file,parts,True,None,None,_open_input_files,https://github.com/dask/dask/blob/main/dask/dataframe/io/utils.py#L210,"                fsspec_parquet.open_parquet_file(                     path,                     fs=fs,                     row_groups=rgs,                     **kwargs,                 ),"
dask/dask,dask/dataframe/io/utils.py,221,fs.open,parts,True,None,None,_open_input_files,https://github.com/dask/dask/blob/main/dask/dataframe/io/utils.py#L221,"        return [_set_context(fs.open(path, **kwargs), context_stack) for path in paths]"
dask/dask,dask/dataframe/io/utils.py,222,open,parts,True,None,None,_open_input_files,https://github.com/dask/dask/blob/main/dask/dataframe/io/utils.py#L222,"    return [_set_context(open(path, **kwargs), context_stack) for path in paths]"
dask/dask,dask/dot.py,312,open,NOT_EXPLICIT,False,None,None,graphviz_to_file,https://github.com/dask/dask/blob/main/dask/dot.py#L312,"    with open(full_filename, ""wb"") as f:"
dask/dask,dask/system.py,22,open,NOT_EXPLICIT,False,None,None,_try_extract_cgroup_cpu_quota,https://github.com/dask/dask/blob/main/dask/system.py#L22,"            with open(f""/sys/fs/cgroup/{dirname}/cpu.cfs_quota_us"") as f:"
dask/dask,dask/system.py,24,open,NOT_EXPLICIT,False,None,None,_try_extract_cgroup_cpu_quota,https://github.com/dask/dask/blob/main/dask/system.py#L24,"            with open(f""/sys/fs/cgroup/{dirname}/cpu.cfs_period_us"") as f:"
dask/dask,dask/system.py,32,open,NOT_EXPLICIT,False,None,None,_try_extract_cgroup_cpu_quota,https://github.com/dask/dask/blob/main/dask/system.py#L32,"        with open(""/proc/self/cgroup"") as f:"
dask/dask,dask/system.py,36,open,NOT_EXPLICIT,False,None,None,_try_extract_cgroup_cpu_quota,https://github.com/dask/dask/blob/main/dask/system.py#L36,"        with open(f""/sys/fs/cgroup{group_path}cpu.max"") as f:"
dask/dask,dask/utils.py,415,open,NOT_EXPLICIT,False,None,None,filetext,https://github.com/dask/dask/blob/main/dask/utils.py#L415,"        f = open(filename, mode=mode)"
dask/dask,dask/utils.py,483,open,NOT_EXPLICIT,False,None,None,filetexts,https://github.com/dask/dask/blob/main/dask/utils.py#L483,"            f = open(filename, f""w{mode}"")"
intake/intake,docs/make_api.py,8,open,NOT_EXPLICIT,False,None,None,run,https://github.com/intake/intake/blob/master/docs/make_api.py#L8,"    with open(fn, ""w"") as f:"
intake/intake,docs/plugins.py,38,open,NOT_EXPLICIT,False,None,None,generate_plugin_table,https://github.com/intake/intake/blob/master/docs/plugins.py#L38,"    plugins = yaml.safe_load(open(""plugins.yaml"", ""rb""))"
intake/intake,intake/catalog/base.py,341,open_files,NOT_EXPLICIT,False,None,Catalog,save,https://github.com/intake/intake/blob/master/intake/catalog/base.py#L341,"        with open_files([url], **(storage_options or {}), mode=""wt"")[0] as f:"
intake/intake,intake/catalog/local.py,575,split_protocol,NOT_EXPLICIT,False,None,None,get_dir,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L575,"        protocol, _ = split_protocol(path)"
intake/intake,intake/catalog/local.py,576,get_filesystem_class,NOT_EXPLICIT,False,None,None,get_dir,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L576,        out = get_filesystem_class(protocol)._parent(path)
intake/intake,intake/catalog/local.py,639,open_files,NOT_EXPLICIT,False,None,YAMLFileCatalog,_load,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L639,"                file_open = open_files(self.path, mode=""rb"", **options)"
intake/intake,intake/catalog/local.py,690,open_files,NOT_EXPLICIT,False,None,YAMLFileCatalog,add,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L690,"            file_open = open_files([self.path], mode=""wt"", **options)"
intake/intake,intake/catalog/local.py,693,open_files,NOT_EXPLICIT,False,None,YAMLFileCatalog,add,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L693,"            file_open = open_files([path], mode=""wt"", **options)"
intake/intake,intake/catalog/local.py,805,open_files,NOT_EXPLICIT,False,None,YAMLFilesCatalog,_load,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L805,"            files = sum([open_files(p, mode=""rb"", **options) for p in self.path], [])"
intake/intake,intake/catalog/local.py,812,open_files,NOT_EXPLICIT,False,None,YAMLFilesCatalog,_load,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L812,"            files = open_files(self.path, mode=""rb"", **options)"
intake/intake,intake/catalog/zarr.py,63,get_mapper,NOT_EXPLICIT,False,None,ZarrGroupCatalog,_load,https://github.com/intake/intake/blob/master/intake/catalog/zarr.py#L63,"                    store = get_mapper(self._urlpath, **self._storage_options)"
intake/intake,intake/config.py,26,make_path_posix,NOT_EXPLICIT,False,None,None,global,https://github.com/intake/intake/blob/master/intake/config.py#L26,"confdir = make_path_posix(os.getenv(""INTAKE_CONF_DIR"", os.path.join(expanduser(""~""), "".intake"")))"
intake/intake,intake/config.py,44,make_path_posix,NOT_EXPLICIT,False,None,None,cfile,https://github.com/intake/intake/blob/master/intake/config.py#L44,"    return make_path_posix(os.getenv(""INTAKE_CONF_FILE"", posixpath.join(confdir, ""conf.yaml"")))"
intake/intake,intake/config.py,83,open,NOT_EXPLICIT,False,None,Config,save,https://github.com/intake/intake/blob/master/intake/config.py#L83,"        with open(fn, ""w"") as f:"
intake/intake,intake/config.py,153,open,NOT_EXPLICIT,False,None,Config,load,https://github.com/intake/intake/blob/master/intake/config.py#L153,            with open(fn) as f:
intake/intake,intake/conftest.py,42,make_path_posix,NOT_EXPLICIT,False,None,None,tmp_config_path,https://github.com/intake/intake/blob/master/intake/conftest.py#L42,"    temp_config_path = make_path_posix(os.path.join(tmp_path, ""test_config.yml""))"
intake/intake,intake/interface/catalog/add.py,55,fsspec.filesystem,NOT_EXPLICIT,False,None,FileSelector,__init__,https://github.com/intake/intake/blob/master/intake/interface/catalog/add.py#L55,"        self.fs = fsspec.filesystem(""file"")"
intake/intake,intake/interface/catalog/add.py,94,fsspec.filesystem,NOT_EXPLICIT,False,None,FileSelector,go_clicked,https://github.com/intake/intake/blob/master/intake/interface/catalog/add.py#L94,"        self.fs = fsspec.filesystem(             self.protocol.value, **ast.literal_eval(self.storage_options.value)         )"
