Target,File Path,Line,Target Name,Is Descoped (Zero-Copy Ready),Consumer Category,Consumer Name,Descoping Rationale,Enclosing Class,Enclosing Function,File URL
GitHub:pytorch/pytorch (main),tools/code_coverage/package/tool/summarize_jsons.py,97,f.readlines,True,DESCUPED_LOCAL_VARIABLE,lines,Local transient variable 'lines' (ownership discarded at function exit),,get_json_obj,https://github.com/pytorch/pytorch/blob/main/tools/code_coverage/package/tool/summarize_jsons.py#L97
GitHub:pytorch/pytorch (main),tools/create_worktree.py,61,config.read,True,STANDALONE_DRAIN,expr,Result discarded immediately after execution,,parse_gitmodules,https://github.com/pytorch/pytorch/blob/main/tools/create_worktree.py#L61
GitHub:pytorch/pytorch (main),tools/download_mnist.py,76,zipped_file.read,True,DIRECT_CALL_ARGUMENT,unzipped_file.write,Passed directly to consumer function 'unzipped_file.write',,unzip,https://github.com/pytorch/pytorch/blob/main/tools/download_mnist.py#L76
GitHub:pytorch/pytorch (main),tools/dynamo/gb_id_mapping.py,81,f.read,True,DESCUPED_LOCAL_VARIABLE,hints_source,Local transient variable 'hints_source' (ownership discarded at function exit),,expand_hints,https://github.com/pytorch/pytorch/blob/main/tools/dynamo/gb_id_mapping.py#L81
GitHub:pytorch/pytorch (main),tools/dynamo/gb_id_mapping.py,251,f.read,True,DESCUPED_LOCAL_VARIABLE,source,Local transient variable 'source' (ownership discarded at function exit),,find_unimplemented_calls,https://github.com/pytorch/pytorch/blob/main/tools/dynamo/gb_id_mapping.py#L251
GitHub:pytorch/pytorch (main),tools/experimental/torchfuzz/runner.py,65,f.read,True,DIRECT_CALL_ARGUMENT,print,Passed directly to consumer function 'print',ProgramRunner,run_program,https://github.com/pytorch/pytorch/blob/main/tools/experimental/torchfuzz/runner.py#L65
GitHub:pytorch/pytorch (main),tools/gen_cupti_stubs.py,179,header.read_bytes,True,HASHLIB_HASH,hashlib.sha256,Direct in-place consumer 'hashlib.sha256' (safe zero-copy candidate),,render,https://github.com/pytorch/pytorch/blob/main/tools/gen_cupti_stubs.py#L179
GitHub:pytorch/pytorch (main),tools/gen_vulkan_spv.py,431,input_file.read,True,DESCUPED_LOCAL_VARIABLE,input_text,Local transient variable 'input_text' (ownership discarded at function exit),SPVGenerator,generateSPV,https://github.com/pytorch/pytorch/blob/main/tools/gen_vulkan_spv.py#L431
GitHub:pytorch/pytorch (main),tools/gen_vulkan_spv.py,626,fr.read,True,DIRECT_CALL_ARGUMENT,array.array,Passed directly to consumer function 'array.array',,generateSpvBinStr,https://github.com/pytorch/pytorch/blob/main/tools/gen_vulkan_spv.py#L626
GitHub:pytorch/pytorch (main),tools/github/github_utils.py,23,x.read,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,gh_fetch_url_and_headers,https://github.com/pytorch/pytorch/blob/main/tools/github/github_utils.py#L23
GitHub:pytorch/pytorch (main),tools/github/github_utils.py,54,x.read,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,gh_fetch_url,https://github.com/pytorch/pytorch/blob/main/tools/github/github_utils.py#L54
GitHub:pytorch/pytorch (main),tools/linter/adapters/_stable_shim_utils.py,588,f.read,True,CHAINED_TRANSFORMATION,strip,Immediately transformed in-place via .strip(),,get_current_version,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/_stable_shim_utils.py#L588
GitHub:pytorch/pytorch (main),tools/linter/adapters/clangformat_linter.py,101,f.read,False,ESCAPING_LOCAL_VAR,original,Variable 'original' returned from function,,check_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/clangformat_linter.py#L101
GitHub:pytorch/pytorch (main),tools/linter/adapters/cmake_minimum_required_linter.py,173,f.readlines,True,DESCUPED_LOCAL_VARIABLE,lines,Local transient variable 'lines' (ownership discarded at function exit),,check_requirements,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/cmake_minimum_required_linter.py#L173
GitHub:pytorch/pytorch (main),tools/linter/adapters/gha_linter.py,56,f.read,True,DESCUPED_LOCAL_VARIABLE,contents,Local transient variable 'contents' (ownership discarded at function exit),,,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/gha_linter.py#L56
GitHub:pytorch/pytorch (main),tools/linter/adapters/grep_linter.py,212,f.read,True,DESCUPED_LOCAL_VARIABLE,original,Local transient variable 'original' (ownership discarded at function exit),,lint_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/grep_linter.py#L212
GitHub:pytorch/pytorch (main),tools/linter/adapters/nativefunctions_linter.py,67,f.read,True,DESCUPED_LOCAL_VARIABLE,contents,Local transient variable 'contents' (ownership discarded at function exit),,,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/nativefunctions_linter.py#L67
GitHub:pytorch/pytorch (main),tools/linter/adapters/newlines_linter.py,73,f.readlines,True,DESCUPED_LOCAL_VARIABLE,lines,Local transient variable 'lines' (ownership discarded at function exit),,check_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/newlines_linter.py#L73
GitHub:pytorch/pytorch (main),tools/linter/adapters/no_merge_conflict_csv_linter.py,34,f.read,True,CHAINED_TRANSFORMATION,decode,Immediately transformed in-place via .decode(),,check_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/no_merge_conflict_csv_linter.py#L34
GitHub:pytorch/pytorch (main),tools/linter/adapters/no_merge_conflict_csv_linter.py,37,f.readlines,True,DESCUPED_LOCAL_VARIABLE,lines,Local transient variable 'lines' (ownership discarded at function exit),,check_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/no_merge_conflict_csv_linter.py#L37
GitHub:pytorch/pytorch (main),tools/linter/adapters/no_workflows_on_fork.py,129,f.readlines,True,DESCUPED_LOCAL_VARIABLE,lines,Local transient variable 'lines' (ownership discarded at function exit),,check_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/no_workflows_on_fork.py#L129
GitHub:pytorch/pytorch (main),tools/linter/adapters/raw_throw_linter.py,482,f.read,False,ESCAPING_LOCAL_VAR,text,Variable 'text' returned from function,,check_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/raw_throw_linter.py#L482
GitHub:pytorch/pytorch (main),tools/linter/adapters/ruff_linter.py,308,f.read,False,ESCAPING_LOCAL_VAR,original,Variable 'original' returned from function,,check_file_for_fixes,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/ruff_linter.py#L308
GitHub:pytorch/pytorch (main),tools/linter/adapters/scoped_library_linter.py,80,f.read,True,DESCUPED_LOCAL_VARIABLE,content,Local transient variable 'content' (ownership discarded at function exit),,check_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/scoped_library_linter.py#L80
GitHub:pytorch/pytorch (main),tools/linter/adapters/stable_shim_usage_linter.py,79,f.readlines,True,DESCUPED_LOCAL_VARIABLE,lines,Local transient variable 'lines' (ownership discarded at function exit),,get_shim_functions,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/stable_shim_usage_linter.py#L79
GitHub:pytorch/pytorch (main),tools/linter/adapters/stable_shim_usage_linter.py,154,f.readlines,True,DESCUPED_LOCAL_VARIABLE,lines,Local transient variable 'lines' (ownership discarded at function exit),,check_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/stable_shim_usage_linter.py#L154
GitHub:pytorch/pytorch (main),tools/linter/adapters/stable_shim_version_linter.py,123,f.readlines,True,DESCUPED_LOCAL_VARIABLE,lines,Local transient variable 'lines' (ownership discarded at function exit),,check_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/stable_shim_version_linter.py#L123
GitHub:pytorch/pytorch (main),tools/linter/adapters/unspecified_backend_linter.py,72,f.read,True,DESCUPED_LOCAL_VARIABLE,source,Local transient variable 'source' (ownership discarded at function exit),,check_file,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/unspecified_backend_linter.py#L72
GitHub:pytorch/pytorch (main),tools/linter/adapters/workflow_consistency_linter.py,80,f.readlines,True,DESCUPED_LOCAL_VARIABLE,lines,Local transient variable 'lines' (ownership discarded at function exit),,print_lint_message,https://github.com/pytorch/pytorch/blob/main/tools/linter/adapters/workflow_consistency_linter.py#L80
GitHub:pytorch/pytorch (main),tools/native_aot/export.py,120,f.read,True,HASHLIB_HASH,hashlib.sha256,Direct in-place consumer 'hashlib.sha256' (safe zero-copy candidate),,_file_hash,https://github.com/pytorch/pytorch/blob/main/tools/native_aot/export.py#L120
GitHub:pytorch/pytorch (main),tools/optional_submodules.py,12,f.read,True,CHAINED_TRANSFORMATION,strip,Immediately transformed in-place via .strip(),,_read_file,https://github.com/pytorch/pytorch/blob/main/tools/optional_submodules.py#L12
GitHub:pytorch/pytorch (main),tools/packaging/build_wheel.py,56,f.read,True,DESCUPED_LOCAL_VARIABLE,content,Local transient variable 'content' (ownership discarded at function exit),,get_supported_python_versions,https://github.com/pytorch/pytorch/blob/main/tools/packaging/build_wheel.py#L56
GitHub:pytorch/pytorch (main),tools/setup_helpers/gen_version_header.py,50,f.read,True,CHAINED_TRANSFORMATION,strip,Immediately transformed in-place via .strip(),,main,https://github.com/pytorch/pytorch/blob/main/tools/setup_helpers/gen_version_header.py#L50
GitHub:pytorch/pytorch (main),tools/setup_helpers/generate_linker_script.py,11,f.readlines,True,DESCUPED_LOCAL_VARIABLE,prioritized_text,Local transient variable 'prioritized_text' (ownership discarded at function exit),,gen_linker_script,https://github.com/pytorch/pytorch/blob/main/tools/setup_helpers/generate_linker_script.py#L11
GitHub:pytorch/pytorch (main),tools/stats/import_test_stats.py,72,urlopen.read,True,CHAINED_TRANSFORMATION,decode,Immediately transformed in-place via .decode(),,fetch_and_cache,https://github.com/pytorch/pytorch/blob/main/tools/stats/import_test_stats.py#L72
GitHub:pytorch/pytorch (main),tools/stats/upload_external_contrib_stats.py,35,x.read,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,_fetch_url,https://github.com/pytorch/pytorch/blob/main/tools/stats/upload_external_contrib_stats.py#L35
GitHub:pytorch/pytorch (main),tools/stats/upload_stats_lib.py,114,read,True,DIRECT_CALL_ARGUMENT,f.write,Passed directly to consumer function 'f.write',,download_s3_artifacts,https://github.com/pytorch/pytorch/blob/main/tools/stats/upload_stats_lib.py#L114
GitHub:pytorch/pytorch (main),tools/stats/upload_stats_lib.py,181,read,True,DESCUPED_LOCAL_VARIABLE,body,Local transient variable 'body' (ownership discarded at function exit),,read_from_s3,https://github.com/pytorch/pytorch/blob/main/tools/stats/upload_stats_lib.py#L181
GitHub:pytorch/pytorch (main),tools/stats/upload_utilization_stats/upload_utilization_stats.py,401,f.read,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,read_file,https://github.com/pytorch/pytorch/blob/main/tools/stats/upload_utilization_stats/upload_utilization_stats.py#L401
GitHub:pytorch/pytorch (main),tools/stats/upload_utilization_stats/upload_utilization_stats.py,407,f.read,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,read_file,https://github.com/pytorch/pytorch/blob/main/tools/stats/upload_utilization_stats/upload_utilization_stats.py#L407
GitHub:pytorch/pytorch (main),tools/stats/upload_utilization_stats/upload_utilization_stats.py,421,zip_file.read,True,CHAINED_TRANSFORMATION,decode,Immediately transformed in-place via .decode(),,unzip_file,https://github.com/pytorch/pytorch/blob/main/tools/stats/upload_utilization_stats/upload_utilization_stats.py#L421
GitHub:pytorch/pytorch (main),tools/substitute.py,15,f.read,True,DESCUPED_LOCAL_VARIABLE,contents,Local transient variable 'contents' (ownership discarded at function exit),,main,https://github.com/pytorch/pytorch/blob/main/tools/substitute.py#L15
GitHub:pytorch/pytorch (main),tools/update_masked_docs.py,22,_f.read,True,DESCUPED_LOCAL_VARIABLE,current_content,Local transient variable 'current_content' (ownership discarded at function exit),,main,https://github.com/pytorch/pytorch/blob/main/tools/update_masked_docs.py#L22
GitHub:pytorch/pytorch (main),torch/__init__.py,433,f.read,True,DESCUPED_LOCAL_VARIABLE,_maps,Local transient variable '_maps' (ownership discarded at function exit),,_load_global_deps,https://github.com/pytorch/pytorch/blob/main/torch/__init__.py#L433
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,559,torch.cat,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,glu_backward,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L559
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,735,torch.cat,True,DESCUPED_LOCAL_VARIABLE,x1_,Local transient variable 'x1_' (ownership discarded at function exit),,_euclidean_dist,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L735
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,736,torch.cat,True,DESCUPED_LOCAL_VARIABLE,x2_,Local transient variable 'x2_' (ownership discarded at function exit),,_euclidean_dist,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L736
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,1334,torch.cat,False,ESCAPING_LOCAL_VAR,x,Variable 'x' returned from function,,_softmax_unbacked_safe_amax,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L1334
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,1511,torch.cat,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,_chunk_cat,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L1511
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,1513,torch.cat,True,STANDALONE_DRAIN,expr,Result discarded immediately after execution,,_chunk_cat,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L1513
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,3909,torch.cat,False,ESCAPING_LOCAL_VAR,out,Variable 'out' returned from function,,one_layer_rnn_data,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L3909
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,3910,torch.cat,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,one_layer_rnn_data,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L3910
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,3946,torch.cat,False,ESCAPING_LOCAL_VAR,out,Variable 'out' returned from function,,one_layer_rnn,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L3946
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,4031,torch.cat,False,ESCAPING_LOCAL_VAR,input,Variable 'input' returned from function,,_rnn_helper,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L4031
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,4210,torch.cat,False,ESCAPING_LOCAL_VAR,out,Variable 'out' returned from function,,one_layer_lstm,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L4210
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,4273,torch.cat,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,one_layer_lstm_data,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L4273
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,4273,torch.cat,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,one_layer_lstm_data,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L4273
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,4275,torch.cat,False,ESCAPING_LOCAL_VAR,out,Variable 'out' returned from function,,one_layer_lstm_data,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L4275
GitHub:pytorch/pytorch (main),torch/_decomp/decompositions.py,6022,torch.cat,True,DESCUPED_LOCAL_VARIABLE,all_elements,Local transient variable 'all_elements' (ownership discarded at function exit),,isin_sorting,https://github.com/pytorch/pytorch/blob/main/torch/_decomp/decompositions.py#L6022
GitHub:pytorch/pytorch (main),torch/_dynamo/package.py,1128,self.read,False,ESCAPING_LOCAL_VAR,precompile_entry,Variable 'precompile_entry' returned from function,DynamoStore,load_cache_entry,https://github.com/pytorch/pytorch/blob/main/torch/_dynamo/package.py#L1128
GitHub:pytorch/pytorch (main),torch/_dynamo/package.py,1238,f.read,True,DESCUPED_LOCAL_VARIABLE,pickled_content,Local transient variable 'pickled_content' (ownership discarded at function exit),DiskDynamoStore,read,https://github.com/pytorch/pytorch/blob/main/torch/_dynamo/package.py#L1238
GitHub:pytorch/pytorch (main),torch/_dynamo/pgo.py,122,file.read,True,DESCUPED_LOCAL_VARIABLE,content,Local transient variable 'content' (ownership discarded at function exit),,_hash_containing_file,https://github.com/pytorch/pytorch/blob/main/torch/_dynamo/pgo.py#L122
GitHub:pytorch/pytorch (main),torch/_dynamo/pgo.py,826,f.read,True,DESCUPED_LOCAL_VARIABLE,content,Local transient variable 'content' (ownership discarded at function exit),,get_local_code_state,https://github.com/pytorch/pytorch/blob/main/torch/_dynamo/pgo.py#L826
GitHub:pytorch/pytorch (main),torch/_dynamo/repro/after_aot.py,1016,stdout.read,True,CHAINED_TRANSFORMATION,decode,Immediately transformed in-place via .decode(),,isolate_fails,https://github.com/pytorch/pytorch/blob/main/torch/_dynamo/repro/after_aot.py#L1016
GitHub:pytorch/pytorch (main),torch/_dynamo/repro/after_aot.py,1020,stderr.read,True,CHAINED_TRANSFORMATION,decode,Immediately transformed in-place via .decode(),,isolate_fails,https://github.com/pytorch/pytorch/blob/main/torch/_dynamo/repro/after_aot.py#L1020
GitHub:pytorch/pytorch (main),torch/_functorch/eager_transforms.py,715,torch.cat,True,DIRECT_CALL_ARGUMENT,flat_results.append,Passed directly to consumer function 'flat_results.append',,compute_jacobian_stacked,https://github.com/pytorch/pytorch/blob/main/torch/_functorch/eager_transforms.py#L715
GitHub:pytorch/pytorch (main),torch/_functorch/vmap.py,406,torch.cat,True,DIRECT_CALL_ARGUMENT,flat_output.append,Passed directly to consumer function 'flat_output.append',,_concat_chunked_outputs,https://github.com/pytorch/pytorch/blob/main/torch/_functorch/vmap.py#L406
GitHub:pytorch/pytorch (main),torch/_higher_order_ops/associative_scan.py,383,torch.cat,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,_scan,https://github.com/pytorch/pytorch/blob/main/torch/_higher_order_ops/associative_scan.py#L383
GitHub:pytorch/pytorch (main),torch/_higher_order_ops/while_loop.py,880,torch.cat,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,WhileLoopAutogradOp,backward,https://github.com/pytorch/pytorch/blob/main/torch/_higher_order_ops/while_loop.py#L880
GitHub:pytorch/pytorch (main),torch/_inductor/autoheuristic/autoheuristic_utils.py,118,file.readline,True,CHAINED_TRANSFORMATION,strip,Immediately transformed in-place via .strip(),,get_metadata_str_from_log,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/autoheuristic/autoheuristic_utils.py#L118
GitHub:pytorch/pytorch (main),torch/_inductor/cache.py,345,fp.read,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,OnDiskCache,get,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/cache.py#L345
GitHub:pytorch/pytorch (main),torch/_inductor/cache.py,346,fp.read,True,DESCUPED_LOCAL_VARIABLE,value_bytes,Local transient variable 'value_bytes' (ownership discarded at function exit),OnDiskCache,get,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/cache.py#L346
GitHub:pytorch/pytorch (main),torch/_inductor/codecache.py,977,f.read,True,DIRECT_CALL_ARGUMENT,hasher.update,Passed directly to consumer function 'hasher.update',,build_code_hash,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codecache.py#L977
GitHub:pytorch/pytorch (main),torch/_inductor/codecache.py,1008,f.read,True,DIRECT_CALL_ARGUMENT,hasher.update,Passed directly to consumer function 'hasher.update',,get_code_hash,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codecache.py#L1008
GitHub:pytorch/pytorch (main),torch/_inductor/codecache.py,1857,f.read,True,DESCUPED_LOCAL_VARIABLE,content,Local transient variable 'content' (ownership discarded at function exit),GuardedCache,iterate_over_candidates,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codecache.py#L1857
GitHub:pytorch/pytorch (main),torch/_inductor/codecache.py,2727,f.read,True,DESCUPED_LOCAL_VARIABLE,header_code,Local transient variable 'header_code' (ownership discarded at function exit),AotCodeCompiler,compile,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codecache.py#L2727
GitHub:pytorch/pytorch (main),torch/_inductor/codecache.py,2980,f.read,True,DESCUPED_LOCAL_VARIABLE,hdr,Local transient variable 'hdr' (ownership discarded at function exit),AotCodeCompiler,_compile_consts,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codecache.py#L2980
GitHub:pytorch/pytorch (main),torch/_inductor/codecache.py,4910,resource_file.read,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,cutlass_key,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codecache.py#L4910
GitHub:pytorch/pytorch (main),torch/_inductor/codecache.py,5150,fh.read,True,DESCUPED_LOCAL_VARIABLE,error_json,Local transient variable 'error_json' (ownership discarded at function exit),CUTLASSCodeCache,compile,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codecache.py#L5150
GitHub:pytorch/pytorch (main),torch/_inductor/codegen/cpp_wrapper_cpu.py,548,f.read,True,DIRECT_CALL_ARGUMENT,self.header.splice_aot,Passed directly to consumer function 'self.header.splice_aot',CppWrapperCpu,_write_aoti_interface_header,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codegen/cpp_wrapper_cpu.py#L548
GitHub:pytorch/pytorch (main),torch/_inductor/codegen/cpp_wrapper_gpu.py,1210,f.read,True,DIRECT_CALL_ARGUMENT,maybe_hipify_code_wrapper,Passed directly to consumer function 'maybe_hipify_code_wrapper',CppWrapperGpu,_ensure_aoti_stream_helpers_emitted,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codegen/cpp_wrapper_gpu.py#L1210
GitHub:pytorch/pytorch (main),torch/_inductor/codegen/cutedsl/_inline_asm.py,31,Path.read_bytes,True,HASHLIB_HASH,hashlib.sha256,Direct in-place consumer 'hashlib.sha256' (safe zero-copy candidate),,inline_asm_cache_key,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codegen/cutedsl/_inline_asm.py#L31
GitHub:pytorch/pytorch (main),torch/_inductor/codegen/cutlass/cache.py,40,f.read,True,HASHLIB_HASH,hashlib.sha256,Direct in-place consumer 'hashlib.sha256' (safe zero-copy candidate),,get_file_hash,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codegen/cutlass/cache.py#L40
GitHub:pytorch/pytorch (main),torch/_inductor/codegen/multi_kernel.py,357,fd.read,True,DIRECT_CALL_ARGUMENT,int,Passed directly to consumer function 'int',MultiKernelCall,load_cache,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codegen/multi_kernel.py#L357
GitHub:pytorch/pytorch (main),torch/_inductor/codegen/rocm/ck_tile_universal_gemm_template.py,78,header_file.read,True,DIRECT_CALL_ARGUMENT,_header_has_v2_universal_gemm_pipeline,Passed directly to consumer function '_header_has_v2_universal_gemm_pipeline',,_ck_tile_universal_gemm_v2_api,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codegen/rocm/ck_tile_universal_gemm_template.py#L78
GitHub:pytorch/pytorch (main),torch/_inductor/codegen/triton.py,8471,fd.read,True,DIRECT_CALL_ARGUMENT,float,Passed directly to consumer function 'float',TritonScheduling,load_cache,https://github.com/pytorch/pytorch/blob/main/torch/_inductor/codegen/triton.py#L8471
